BEGIN;
BEGIN
select
	s_acctbal,
	s_name,
	n_name,
	p_partkey,
	p_mfgr,
	s_address,
	s_phone,
	s_comment
from
	part,
	supplier,
	partsupp,
	nation,
	region
where
	p_partkey = ps_partkey
	and s_suppkey = ps_suppkey
	and p_size = 18
	and p_type like '%STEEL'
	and s_nationkey = n_nationkey
	and n_regionkey = r_regionkey
	and r_name = 'AMERICA'
	and ps_supplycost = (
		select
			min(ps_supplycost)
		from
			partsupp,
			supplier,
			nation,
			region
		where
			p_partkey = ps_partkey
			and s_suppkey = ps_suppkey
			and s_nationkey = n_nationkey
			and n_regionkey = r_regionkey
			and r_name = 'AMERICA'
	)
order by
	s_acctbal desc,
	n_name,
	s_name,
	p_partkey
LIMIT 100;
 s_acctbal |          s_name           |          n_name           | p_partkey |          p_mfgr           |                s_address                 |     s_phone     |                                              s_comment                                              
-----------+---------------------------+---------------------------+-----------+---------------------------+------------------------------------------+-----------------+-----------------------------------------------------------------------------------------------------
   9999.84 | Supplier#000516826        | BRAZIL                    |    766825 | Manufacturer#3            | n8vprD19Z18L7PASbHvqh8rcT                | 12-633-838-6002 | hins affix slyly at the idly ironic deposits
   9999.84 | Supplier#000064872        | CANADA                    |  14314829 | Manufacturer#1            | WNiD9qPTvPg0a2yiH6h                      | 13-551-607-2934 | final packages nag furiously even ideas. packages run carefully pending depo
   9999.82 | Supplier#000802811        | ARGENTINA                 |  11052777 | Manufacturer#5            | iv2pl ozsy0m4gT7aI 3jTSesdXvP5 2UKtGQeH  | 11-770-772-9370 | ests nag furiously! foxes boost slyly. bold foxes sleep carefully according to the pending pa
   9999.66 | Supplier#000496125        | UNITED STATES             |    246124 | Manufacturer#1            | CfalCSk6QAyZcgr24R,WI                    | 34-344-562-5038 | cajole furiously. regular
   9999.54 | Supplier#000160476        | PERU                      |   5160475 | Manufacturer#4            | IE6 fL1Jein6cpnqGmTnzBvb                 | 27-157-890-8986 | s about the carefully regular escapades engage blithely above the br
   9999.47 | Supplier#000845595        | BRAZIL                    |  19845594 | Manufacturer#1            | Y8fvlYOR0Z7k5V                           | 12-375-621-4051 | ccording to the express packages. express ideas play slyly. blithely regu
   9998.84 | Supplier#000244824        | ARGENTINA                 |  13244823 | Manufacturer#5            | cKoDFvcfTj53kulwWLybU nvmislD71          | 11-212-464-2006 | ges. blithely silent requests are blithely ideas. deposits across the carefully special requests w
    9998.6 | Supplier#000431404        | UNITED STATES             |  13431403 | Manufacturer#4            | 37WCYYvSj,MaDjVTVwpTyT4kPLgpe4DNWbwPx    | 34-289-888-6043 | he carefully final instructions. blithely ironic foxes wake blithely fluffily fin
   9998.41 | Supplier#000873517        | CANADA                    |   8623508 | Manufacturer#5            | O5dlffLGw9n362Bskp3Ln 5Jbt               | 13-275-940-2918 | eodolites. carefully regular excuses cajole. unusual account
   9998.31 | Supplier#000703650        | BRAZIL                    |   7453642 | Manufacturer#1            | tubRV77F,EQeJbcHiPpqHjmOMpC9CzHo4        | 12-422-611-9825 | he slyly final foxes boos
   9998.16 | Supplier#000687100        | BRAZIL                    |  13187073 | Manufacturer#1            | 05leptOi12x54Mx6v3DrKinGO4oRM0K0CZy      | 12-529-948-7168 | he final, regular packages cajole among th
   9998.11 | Supplier#000895204        | ARGENTINA                 |   2145197 | Manufacturer#4            | 9Bt4QMG8TB1qqLvu                         | 11-279-920-3740 | xes along the carefully bold dolphins are blithely qu
   9998.08 | Supplier#000685991        | PERU                      |  15185960 | Manufacturer#3            | ukq3um9NPh                               | 27-652-459-1189 | ructions. slyly regular requests use above the blithely
   9997.71 | Supplier#000690724        | UNITED STATES             |  15440708 | Manufacturer#5            | GAFHFwja SdC6eUJQuFBLbF8uN NYOvFmHCJ     | 34-344-999-6114 |  carefully final requests boost blithely carefully pending theodolites. fluffily ironic requests 
   9997.63 | Supplier#000217180        | UNITED STATES             |   1967178 | Manufacturer#3            | vA9rffchNydWy0,UgEjD8ThU                 | 34-461-931-2518 | ng the requests haggle slyly quickly final packages. furiously special deposits doubt furiously
   9996.71 | Supplier#000312981        | PERU                      |   9062971 | Manufacturer#4            | vGfqyctzbqKH4cgg5XAiBf55E9l1 QNlkp6,3wH  | 27-229-817-7049 | yly enticing ideas could are carefully ironic sentiments. fox
   9996.39 | Supplier#000284853        | CANADA                    |  15534807 | Manufacturer#1            | w9DIhzjlaAZhYwX                          | 13-189-856-3210 | refully according to the final, pending 
   9995.44 | Supplier#000449037        | ARGENTINA                 |  11949014 | Manufacturer#5            | Dwt8lsgxYw5BwD                           | 11-275-784-9798 | ounts cajole across the slyly pending dependencies. dinos sleep sly
   9995.43 | Supplier#000486434        | UNITED STATES             |  14486433 | Manufacturer#5            | jOs9dgqxFH6TOGipfc4Kc8rFQ7N2Vn1V         | 34-186-476-9197 | lphins. idly pending requests use carefully agai
   9995.42 | Supplier#000132856        | PERU                      |  13382816 | Manufacturer#1            | n9Tph8kuCyj1P9H TYW4MXeTvZARtDd9FGS wk8  | 27-119-173-2921 | nts haggle furiously. fluffily regular deposits alongside of the packages cajole quickly even
   9995.09 | Supplier#000157220        | CANADA                    |  17407168 | Manufacturer#1            | e50v6yEoeSJd2GyTJv                       | 13-307-218-5636 | ways. asymptotes poach about the furiously expre
   9994.96 | Supplier#000805822        | ARGENTINA                 |  14555807 | Manufacturer#3            | LyNTVMw3xnP                              | 11-700-405-8657 | final excuses sleep carefully along the care
   9994.95 | Supplier#000036836        | BRAZIL                    |     36835 | Manufacturer#2            | HJF6WNqa,jTyW8LiX0dU2dmN8YmR tg          | 12-420-313-3017 | eful, special instructions. ironic, blithe theodolites nag quickly pending requests. quiet, even ac
   9994.95 | Supplier#000827870        | CANADA                    |  14327841 | Manufacturer#1            | e4EqB34imuOFzxITdUt79UDsWaxQRtL,i        | 13-590-153-7098 | lyly even, ironic dolphins. regular
   9994.81 | Supplier#000208488        | CANADA                    |   8708471 | Manufacturer#5            | jzRjVV6KqOyfZ8Njdwhiun0xN                | 13-943-843-5165 | lar ideas. slyly even accounts breach blithely blithely even t
   9994.67 | Supplier#000617070        | ARGENTINA                 |   3617069 | Manufacturer#2            | bq8paKgfKdeXKgLgwJtZj3lvLMikhOt 9D8M60E  | 11-488-285-9988 | never express pinto beans. instructions unwind blithely enticing ideas. quickly bold asym
   9994.67 | Supplier#000617070        | ARGENTINA                 |  11117047 | Manufacturer#1            | bq8paKgfKdeXKgLgwJtZj3lvLMikhOt 9D8M60E  | 11-488-285-9988 | never express pinto beans. instructions unwind blithely enticing ideas. quickly bold asym
   9994.64 | Supplier#000989480        | PERU                      |  17739462 | Manufacturer#5            | 4xqsk58vSM4X1fy5Z06pW,FDVYjTOehj         | 27-475-871-1131 |  requests nod slyly about the regular accou
   9994.46 | Supplier#000074320        | CANADA                    |  15824304 | Manufacturer#5            | pHqby4sZe byTJoaBk                       | 13-793-901-6289 |  special courts. dolphins w
