BEGIN;
BEGIN
select
	p_brand,
	p_type,
	p_size,
	count(distinct ps_suppkey) as supplier_cnt
from
	partsupp,
	part
where
	p_partkey = ps_partkey
	and p_brand <> 'Brand#34'
	and p_type not like 'PROMO PLATED%'
	and p_size in (5, 24, 27, 45, 31, 2, 43, 3)
	and ps_suppkey not in (
		select
			s_suppkey
		from
			supplier
		where
			s_comment like '%Customer%Complaints%'
	)
group by
	p_brand,
	p_type,
	p_size
order by
	supplier_cnt desc,
	p_brand,
	p_type,
	p_size;
  p_brand   |          p_type           | p_size | supplier_cnt 
------------+---------------------------+--------+--------------
 Brand#12   | MEDIUM POLISHED NICKEL    |      3 |          607
 Brand#21   | ECONOMY BRUSHED BRASS     |     31 |          603
 Brand#14   | SMALL BRUSHED BRASS       |     45 |          596
 Brand#51   | MEDIUM ANODIZED NICKEL    |     27 |          595
 Brand#13   | STANDARD BRUSHED BRASS    |     45 |          579
 Brand#14   | LARGE BRUSHED STEEL       |     24 |          575
 Brand#23   | ECONOMY BRUSHED BRASS     |      2 |          572
 Brand#25   | LARGE ANODIZED NICKEL     |      3 |          572
 Brand#35   | STANDARD BRUSHED TIN      |     24 |          572
 Brand#55   | PROMO BURNISHED NICKEL    |      2 |          572
 Brand#32   | MEDIUM PLATED COPPER      |     31 |          571
 Brand#32   | SMALL ANODIZED BRASS      |     31 |          568
 Brand#35   | STANDARD ANODIZED COPPER  |     31 |          568
 Brand#53   | MEDIUM POLISHED NICKEL    |     27 |          568
 Brand#22   | PROMO POLISHED BRASS      |     45 |          566
 Brand#44   | SMALL PLATED COPPER       |      2 |          566
 Brand#41   | SMALL PLATED COPPER       |      3 |          564
 Brand#52   | SMALL BURNISHED TIN       |     24 |          564
 Brand#23   | ECONOMY PLATED NICKEL     |      3 |          563
 Brand#42   | ECONOMY BRUSHED COPPER    |      5 |          562
 Brand#14   | ECONOMY BURNISHED BRASS   |      5 |          560
 Brand#15   | LARGE BRUSHED BRASS       |      2 |          560
 Brand#23   | PROMO ANODIZED STEEL      |      2 |          560
 Brand#33   | ECONOMY BURNISHED TIN     |     45 |          560
 Brand#44   | STANDARD BURNISHED BRASS  |     27 |          560
 Brand#53   | LARGE PLATED TIN          |      2 |          560
 Brand#24   | SMALL ANODIZED NICKEL     |      3 |          559
 Brand#25   | MEDIUM POLISHED STEEL     |      5 |          558
 Brand#11   | SMALL BRUSHED STEEL       |     45 |          556
 Brand#22   | STANDARD ANODIZED TIN     |     43 |          556
 Brand#24   | LARGE BRUSHED COPPER      |     24 |          556
 Brand#25   | STANDARD ANODIZED BRASS   |     43 |          556
 Brand#42   | SMALL ANODIZED COPPER     |      2 |          556
 Brand#51   | SMALL PLATED TIN          |      2 |          556
 Brand#54   | STANDARD BRUSHED STEEL    |      2 |          556
 Brand#22   | MEDIUM POLISHED STEEL     |     27 |          555
 Brand#22   | STANDARD BURNISHED COPPER |      2 |          555
 Brand#31   | PROMO ANODIZED TIN        |      3 |          555
 Brand#53   | LARGE PLATED COPPER       |     43 |          555
 Brand#24   | STANDARD PLATED TIN       |     31 |          553
 Brand#11   | STANDARD BRUSHED BRASS    |      5 |          552
 Brand#12   | LARGE PLATED TIN          |     31 |          552
 Brand#13   | PROMO BRUSHED TIN         |     31 |          552
 Brand#15   | MEDIUM PLATED NICKEL      |     24 |          552
 Brand#23   | ECONOMY POLISHED NICKEL   |     43 |          552
 Brand#23   | STANDARD PLATED STEEL     |      5 |          552
 Brand#32   | ECONOMY BRUSHED STEEL     |      5 |          552
