BEGIN;
BEGIN
select
	p_brand,
	p_type,
	p_size,
	count(distinct ps_suppkey) as supplier_cnt
from
	partsupp,
	part
where
	p_partkey = ps_partkey
	and p_brand <> 'Brand#34'
	and p_type not like 'LARGE POLISHED%'
	and p_size in (35, 49, 22, 20, 50, 4, 36, 46)
	and ps_suppkey not in (
		select
			s_suppkey
		from
			supplier
		where
			s_comment like '%Customer%Complaints%'
	)
group by
	p_brand,
	p_type,
	p_size
order by
	supplier_cnt desc,
	p_brand,
	p_type,
	p_size;
  p_brand   |          p_type           | p_size | supplier_cnt 
------------+---------------------------+--------+--------------
 Brand#33   | ECONOMY ANODIZED COPPER   |     35 |          596
 Brand#44   | PROMO POLISHED NICKEL     |     49 |          592
 Brand#54   | LARGE BURNISHED STEEL     |     36 |          584
 Brand#21   | PROMO POLISHED TIN        |     36 |          579
 Brand#22   | ECONOMY ANODIZED BRASS    |      4 |          576
 Brand#32   | STANDARD BURNISHED STEEL  |     36 |          576
 Brand#43   | STANDARD PLATED BRASS     |     20 |          576
 Brand#54   | STANDARD BRUSHED TIN      |     49 |          576
 Brand#25   | ECONOMY POLISHED BRASS    |     36 |          575
 Brand#12   | MEDIUM BURNISHED STEEL    |     36 |          572
 Brand#15   | LARGE PLATED BRASS        |     22 |          572
 Brand#45   | LARGE PLATED STEEL        |     49 |          572
 Brand#51   | SMALL PLATED STEEL        |     36 |          572
 Brand#52   | LARGE BRUSHED NICKEL      |     35 |          572
 Brand#15   | SMALL ANODIZED STEEL      |     36 |          570
 Brand#22   | MEDIUM POLISHED NICKEL    |     20 |          564
 Brand#23   | PROMO POLISHED NICKEL     |     22 |          564
 Brand#32   | MEDIUM PLATED TIN         |      4 |          564
 Brand#25   | LARGE ANODIZED STEEL      |     46 |          563
 Brand#52   | LARGE BRUSHED STEEL       |      4 |          563
 Brand#54   | PROMO BRUSHED COPPER      |     36 |          563
 Brand#52   | STANDARD POLISHED COPPER  |     35 |          561
 Brand#13   | ECONOMY POLISHED TIN      |     22 |          560
 Brand#41   | PROMO BRUSHED STEEL       |     36 |          560
 Brand#51   | SMALL POLISHED BRASS      |     49 |          560
 Brand#31   | ECONOMY POLISHED TIN      |     50 |          559
 Brand#43   | LARGE PLATED COPPER       |     49 |          559
 Brand#12   | MEDIUM BURNISHED NICKEL   |     49 |          556
 Brand#12   | SMALL POLISHED STEEL      |     46 |          556
 Brand#25   | SMALL ANODIZED BRASS      |     50 |          556
 Brand#51   | SMALL POLISHED STEEL      |     35 |          556
 Brand#41   | SMALL POLISHED STEEL      |      4 |          554
 Brand#12   | ECONOMY BRUSHED NICKEL    |     20 |          553
 Brand#13   | LARGE PLATED NICKEL       |     35 |          552
 Brand#22   | ECONOMY BURNISHED COPPER  |     49 |          552
 Brand#22   | ECONOMY POLISHED STEEL    |     46 |          552
 Brand#22   | SMALL POLISHED NICKEL     |     36 |          552
 Brand#23   | PROMO POLISHED NICKEL     |     50 |          552
 Brand#41   | STANDARD POLISHED COPPER  |     35 |          552
 Brand#42   | MEDIUM PLATED NICKEL      |     50 |          552
 Brand#43   | LARGE BRUSHED TIN         |      4 |          552
 Brand#44   | LARGE BRUSHED STEEL       |      4 |          552
 Brand#11   | LARGE ANODIZED TIN        |      4 |          551
 Brand#23   | ECONOMY PLATED BRASS      |     22 |          551
 Brand#41   | ECONOMY PLATED BRASS      |     49 |          551
 Brand#23   | MEDIUM PLATED TIN         |     49 |          550
 Brand#13   | MEDIUM ANODIZED NICKEL    |     36 |          548
 Brand#14   | MEDIUM PLATED COPPER      |     35 |          548
 Brand#23   | SMALL POLISHED BRASS      |     36 |          548
 Brand#31   | PROMO POLISHED TIN        |     49 |          548
 Brand#33   | LARGE BRUSHED STEEL       |     35 |          548
 Brand#41   | LARGE BURNISHED STEEL     |      4 |          548
 Brand#45   | MEDIUM PLATED STEEL       |     46 |          548
 Brand#51   | ECONOMY POLISHED STEEL    |     49 |          548
 Brand#53   | STANDARD BURNISHED NICKEL |     50 |          548
 Brand#54   | STANDARD BRUSHED TIN      |     35 |          548
 Brand#55   | SMALL BRUSHED BRASS       |     49 |          548
 Brand#12   | LARGE PLATED TIN          |     49 |          547
 Brand#14   | PROMO BURNISHED TIN       |     46 |          547
 Brand#15   | MEDIUM ANODIZED BRASS     |     22 |          547
 Brand#15   | PROMO BURNISHED TIN       |      4 |          547
 Brand#42   | PROMO PLATED NICKEL       |     50 |          547
 Brand#55   | PROMO BURNISHED STEEL     |     22 |          546
 Brand#12   | STANDARD PLATED STEEL     |     49 |          544
 Brand#13   | SMALL BRUSHED TIN         |     50 |          544
 Brand#13   | SMALL POLISHED STEEL      |     46 |          544
 Brand#14   | PROMO POLISHED NICKEL     |     46 |          544
 Brand#14   | SMALL PLATED TIN          |     50 |          544
 Brand#15   | MEDIUM BURNISHED STEEL    |     20 |          544
 Brand#21   | SMALL ANODIZED TIN        |     46 |          544
 Brand#22   | ECONOMY BRUSHED BRASS     |     46 |          544
 Brand#22   | MEDIUM BRUSHED NICKEL     |     36 |          544
 Brand#24   | SMALL BRUSHED TIN         |     22 |          544
 Brand#24   | STANDARD BRUSHED STEEL    |     20 |          544
 Brand#31   | ECONOMY ANODIZED NICKEL   |     50 |          544
 Brand#31   | STANDARD BRUSHED BRASS    |     49 |          544
 Brand#32   | STANDARD POLISHED NICKEL  |     50 |          544
 Brand#33   | SMALL BRUSHED TIN         |     20 |          544
 Brand#35   | LARGE PLATED STEEL        |     20 |          544
 Brand#41   | PROMO POLISHED BRASS      |     50 |          544
 Brand#43   | ECONOMY BURNISHED COPPER  |     20 |          544
 Brand#44   | STANDARD BRUSHED COPPER   |     46 |          544
 Brand#45   | LARGE BRUSHED BRASS       |     49 |          544
 Brand#11   | SMALL ANODIZED BRASS      |     22 |          543
 Brand#14   | PROMO PLATED STEEL        |     36 |          543
 Brand#32   | STANDARD BRUSHED TIN      |     36 |          543
 Brand#43   | PROMO POLISHED COPPER     |     49 |          543
 Brand#45   | PROMO BURNISHED BRASS     |     49 |          543
 Brand#15   | PROMO PLATED NICKEL       |     35 |          541
 Brand#11   | MEDIUM ANODIZED COPPER    |     22 |          540
 Brand#13   | STANDARD ANODIZED STEEL   |     35 |          540
 Brand#13   | STANDARD BRUSHED NICKEL   |     49 |          540
 Brand#14   | ECONOMY BURNISHED BRASS   |     20 |          540
 Brand#14   | ECONOMY PLATED COPPER     |      4 |          540
 Brand#14   | PROMO BURNISHED BRASS     |     36 |          540
 Brand#14   | STANDARD POLISHED BRASS   |     20 |          540
 Brand#15   | SMALL ANODIZED BRASS      |      4 |          540
 Brand#15   | SMALL BURNISHED COPPER    |     49 |          540
 Brand#21   | PROMO POLISHED NICKEL     |      4 |          540
 Brand#21   | SMALL POLISHED BRASS      |     50 |          540
 Brand#22   | PROMO BURNISHED COPPER    |     22 |          540
 Brand#23   | ECONOMY ANODIZED COPPER   |     36 |          540
 Brand#23   | MEDIUM BRUSHED NICKEL     |     22 |          540
 Brand#23   | STANDARD PLATED COPPER    |     36 |          540
 Brand#25   | LARGE BRUSHED COPPER      |     20 |          540
 Brand#32   | ECONOMY ANODIZED NICKEL   |     20 |          540
 Brand#32   | ECONOMY BRUSHED NICKEL    |      4 |          540
 Brand#33   | ECONOMY POLISHED STEEL    |     36 |          540
 Brand#33   | PROMO ANODIZED NICKEL     |     50 |          540
 Brand#35   | LARGE PLATED STEEL        |     49 |          540
 Brand#41   | LARGE BRUSHED COPPER      |      4 |          540
 Brand#42   | SMALL BRUSHED TIN         |     46 |          540
 Brand#43   | LARGE ANODIZED COPPER     |     50 |          540
 Brand#44   | SMALL PLATED NICKEL       |     22 |          540
 Brand#45   | ECONOMY BURNISHED COPPER  |     36 |          540
 Brand#45   | PROMO BURNISHED COPPER    |     22 |          540
 Brand#51   | LARGE PLATED TIN          |     46 |          540
 Brand#12   | MEDIUM ANODIZED NICKEL    |     49 |          539
 Brand#25   | LARGE BURNISHED BRASS     |     46 |          539
 Brand#32   | STANDARD ANODIZED BRASS   |     20 |          539
 Brand#42   | LARGE BURNISHED STEEL     |     35 |          539
 Brand#52   | STANDARD ANODIZED TIN     |     22 |          539
 Brand#31   | SMALL BRUSHED TIN         |     35 |          538
 Brand#41   | ECONOMY POLISHED TIN      |      4 |          538
 Brand#11   | LARGE PLATED STEEL        |     46 |          536
 Brand#11   | SMALL ANODIZED NICKEL     |     20 |          536
 Brand#12   | ECONOMY BRUSHED TIN       |     35 |          536
 Brand#12   | SMALL POLISHED NICKEL     |      4 |          536
 Brand#14   | LARGE PLATED BRASS        |     36 |          536
 Brand#14   | STANDARD BRUSHED BRASS    |     35 |          536
 Brand#22   | ECONOMY BURNISHED NICKEL  |     22 |          536
 Brand#22   | LARGE ANODIZED STEEL      |     50 |          536
 Brand#23   | PROMO BRUSHED TIN         |     22 |          536
 Brand#25   | ECONOMY ANODIZED TIN      |     49 |          536
 Brand#25   | SMALL POLISHED TIN        |     35 |          536
 Brand#31   | ECONOMY PLATED BRASS      |     50 |          536
 Brand#32   | SMALL BRUSHED COPPER      |     49 |          536
 Brand#32   | SMALL BURNISHED BRASS     |     49 |          536
 Brand#32   | SMALL BURNISHED NICKEL    |      4 |          536
 Brand#35   | LARGE BURNISHED TIN       |      4 |          536
 Brand#41   | ECONOMY ANODIZED STEEL    |     35 |          536
 Brand#41   | MEDIUM BRUSHED TIN        |     20 |          536
 Brand#42   | LARGE BURNISHED BRASS     |      4 |          536
